context,lag_1,lag_2,lag_4,lag_8,lag_16,lag_32,lag_64
16384,0.717802301416256,0.6669772256728779,0.6193636746734092,0.5725617081695062,0.5316699080622348,0.5111388305322129,0.49847329851752015
40960,0.6587912769274377,0.6027268629807693,0.5553330707282913,0.5210886251822158,0.4823598710317461,0.4325920507561133,0.43295820932539675
4096,0.8685899125890513,0.8402836829176115,0.8137338289650538,0.7945824032738096,0.7821783987032311,0.7583685980902777,0.7575262160528273
8192,0.7898285175290589,0.7501336037887377,0.7128666234639017,0.6760416666666667,0.6704242732249148,0.6328376891121031,0.6102382114955357
