context,ws_ratio_w1,ws_ratio_w4,ws_ratio_w16,ws_ratio_w64
16384,1.0,0.4086834570233007,0.16289734209656082,0.0556339051212098
40960,1.0,0.44659659633310866,0.19468778077268642,0.07295691806351078
4096,1.0,0.3171239580426897,0.0954512187412807,0.02612976800827753
8192,1.0,0.36302530197870164,0.12588614509219215,0.03800371715000698
