context,cold_fraction,reuse_p50,reuse_p90,reuse_p99,persistence_mean_run
16384,0.039805752696377705,508.5238095238095,967.5714285714286,1821.0,3.76035876639825
40960,0.06249385809748428,516.8095238095239,1224.952380952381,2464.8571428571427,3.0993315825566015
4096,0.01441592261904762,496.8095238095238,584.2380952380952,781.9047619047619,7.705163347117966
65536,0.05724879673549107,515.047619047619,1293.5714285714287,2556.904761904762,3.2424393786532315
8192,0.02301751999627976,502.85714285714283,732.8095238095239,1149.952380952381,4.956212697747578
