run_id,model,variant,rung,kind,source,task,prompt_tokens,decode_steps,moe_adjacent_overlap,moe_lift,moe_adjacent_overlap_std,moe_adjacent_overlap_ci_lo,moe_adjacent_overlap_ci_hi,moe_adjacent_overlap_n,moe_lift_std,moe_lift_ci_lo,moe_lift_ci_hi,moe_lift_n
glm52_ib_longbook_choice_eng_131072_s00_b,GLM-5.2,computing_only,131072,bf,infinitebench,longbook_choice_eng,119277,3,0.275,8.8,,,,,,,,
glm52_ib_longbook_choice_eng_16384_s00_b,GLM-5.2,computing_only,16384,bf,infinitebench,longbook_choice_eng,13832,3,0.29583333333333334,9.466666666666667,,,,,,,,
glm52_ib_longbook_choice_eng_32768_s00_b,GLM-5.2,computing_only,32768,bf,infinitebench,longbook_choice_eng,30276,3,0.2816666666666667,9.013333333333334,,,,,,,,
glm52_ib_longbook_choice_eng_65536_s00_b,GLM-5.2,computing_only,65536,bf,infinitebench,longbook_choice_eng,63106,3,0.2708333333333333,8.666666666666666,,,,,,,,
glm52_ib_longbook_choice_eng_8192_s00_b,GLM-5.2,computing_only,8192,bf,infinitebench,longbook_choice_eng,5629,40,0.3348717948717949,10.715897435897437,,,,,,,,
glm52_ib_longbook_qa_eng_131072_ld00_b,GLM-5.2,computing_only,131072,ld,infinitebench,longbook_qa_eng,100851,2048,0.22633854421104052,7.242833414753297,,,,,,,,
glm52_ib_longbook_qa_eng_131072_ld01_b,GLM-5.2,computing_only,131072,ld,infinitebench,longbook_qa_eng,126892,2048,0.1796954893339847,5.75025565868751,,,,,,,,
glm52_ib_longbook_qa_eng_131072_s00_b,GLM-5.2,computing_only,131072,bf,infinitebench,longbook_qa_eng,72671,40,0.30944444444444436,9.90222222222222,,,,,,,,
glm52_ib_longbook_qa_eng_16384_ld00_b,GLM-5.2,computing_only,16384,ld,infinitebench,longbook_qa_eng,13888,2048,0.18642322097378278,5.965543071161049,,,,,,,,
glm52_ib_longbook_qa_eng_16384_ld01_b,GLM-5.2,computing_only,16384,ld,infinitebench,longbook_qa_eng,13489,2048,0.24898550724637677,7.967536231884057,,,,,,,,
glm52_ib_longbook_qa_eng_16384_s00_b,GLM-5.2,computing_only,16384,bf,infinitebench,longbook_qa_eng,13916,40,0.3088888888888889,9.884444444444444,,,,,,,,
glm52_ib_longbook_qa_eng_32768_ld00_b,GLM-5.2,computing_only,32768,ld,infinitebench,longbook_qa_eng,30366,2048,0.18791564891711451,6.0133007653476644,,,,,,,,
glm52_ib_longbook_qa_eng_32768_ld01_b,GLM-5.2,computing_only,32768,ld,infinitebench,longbook_qa_eng,29663,2048,0.1805259729685719,5.776831134994301,,,,,,,,
glm52_ib_longbook_qa_eng_32768_s00_b,GLM-5.2,computing_only,32768,bf,infinitebench,longbook_qa_eng,30530,40,0.32038461538461543,10.252307692307694,,,,,,,,
glm52_ib_longbook_qa_eng_65536_ld00_b,GLM-5.2,computing_only,65536,ld,infinitebench,longbook_qa_eng,63249,2048,0.19166340986809965,6.133229115779189,,,,,,,,
glm52_ib_longbook_qa_eng_65536_ld01_b,GLM-5.2,computing_only,65536,ld,infinitebench,longbook_qa_eng,62130,2048,0.15681810780003255,5.018179449601042,,,,,,,,
glm52_ib_longbook_qa_eng_65536_s00_b,GLM-5.2,computing_only,65536,bf,infinitebench,longbook_qa_eng,63645,29,0.3072619047619048,9.832380952380953,,,,,,,,
glm52_ib_longbook_qa_eng_8192_ld00_b,GLM-5.2,computing_only,8192,ld,infinitebench,longbook_qa_eng,5634,2048,0.21617163328448133,6.9174922651034025,,,,,,,,
glm52_ib_longbook_qa_eng_8192_ld01_b,GLM-5.2,computing_only,8192,ld,infinitebench,longbook_qa_eng,5495,2048,0.20288552353036962,6.492336752971828,,,,,,,,
glm52_ib_longbook_qa_eng_8192_s00_b,GLM-5.2,computing_only,8192,bf,infinitebench,longbook_qa_eng,5678,40,0.32905982905982906,10.52991452991453,,,,,,,,
glm52_ib_longbook_sum_eng_131072_ld00_b,GLM-5.2,computing_only,131072,ld,infinitebench,longbook_sum_eng,130003,2048,0.3300431525810129,10.561380882592413,,,,,,,,
glm52_ib_longbook_sum_eng_131072_ld01_b,GLM-5.2,computing_only,131072,ld,infinitebench,longbook_sum_eng,128966,2048,0.32209819247679533,10.30714215925745,,,,,,,,
glm52_ib_longbook_sum_eng_131072_ld02_b,GLM-5.2,computing_only,131072,ld,infinitebench,longbook_sum_eng,127635,2048,0.3274238723334962,10.477563914671878,,,,,,,,
