run_id,model,variant,rung,kind,source,task,prompt_tokens,decode_steps,hotset_A99_pct,hotset_B99_pct,hotset_top10pct_coverage,hotset_top5pct_coverage,hotset_top1pct_coverage,hotset_pool_N,hotset_A99_pct_std,hotset_A99_pct_ci_lo,hotset_A99_pct_ci_hi,hotset_A99_pct_n,hotset_B99_pct_std,hotset_B99_pct_ci_lo,hotset_B99_pct_ci_hi,hotset_B99_pct_n,hotset_top10pct_coverage_std,hotset_top10pct_coverage_ci_lo,hotset_top10pct_coverage_ci_hi,hotset_top10pct_coverage_n,hotset_top5pct_coverage_std,hotset_top5pct_coverage_ci_lo,hotset_top5pct_coverage_ci_hi,hotset_top5pct_coverage_n,hotset_top1pct_coverage_std,hotset_top1pct_coverage_ci_lo,hotset_top1pct_coverage_ci_hi,hotset_top1pct_coverage_n,hotset_pool_N_std,hotset_pool_N_ci_lo,hotset_pool_N_ci_hi,hotset_pool_N_n
glm5_lb1_qmsum_8192_ld03,GLM-5,all_layers,8192,ld,longbench_v1,qmsum,5386,2048,76.3445756449927,88.43325157733875,0.30529713019346577,0.1664744768387232,0.03552560011545817,7433.0,,,,,,,,,,,,,,,,,,,,,,,,
glm5_lb1_qmsum_8192_s02,GLM-5,all_layers,8192,bf,longbench_v1,qmsum,4960,51,63.69415016121601,73.37018271150008,0.24391833305838362,0.12204281752765207,0.0244140625,5010.0,,,,,,,,,,,,,,,,,,,,,,,,
glm5_lb2_code_131072_s01,GLM-5,all_layers,131072,bf,longbench_v2,Code Repository Understanding,117371,9,3.6389137007646286,3.77692816672532,1.0,0.9989399706196582,0.5374731514868233,117379.0,,,,,,,,,,,,,,,,,,,,,,,,
glm5_lb2_code_16384_s03,GLM-5,all_layers,16384,bf,longbench_v2,Code Repository Understanding,12877,9,25.401132304508327,26.65492572361024,0.6109935619212964,0.31422706886574076,0.06298828125,12885.0,,,,,,,,,,,,,,,,,,,,,,,,
glm5_lb2_code_32768_s03,GLM-5,all_layers,32768,bf,longbench_v2,Code Repository Understanding,28027,9,12.95935026272105,13.537199379896009,0.9341842781784186,0.6424911803329771,0.13671875,28035.0,,,,,,,,,,,,,,,,,,,,,,,,
glm5_lb2_code_65536_s03,GLM-5,all_layers,65536,bf,longbench_v2,Code Repository Understanding,58111,9,6.9015781502231714,7.180316600643858,0.9996459613158831,0.9182302795584045,0.2825854700854701,58119.0,,,,,,,,,,,,,,,,,,,,,,,,
glm5_lb2_code_8192_s03,GLM-5,all_layers,8192,bf,longbench_v2,Code Repository Understanding,5370,9,50.51777898561089,53.48904845000048,0.2626953125,0.13134765625,0.0263671875,5378.0,,,,,,,,,,,,,,,,,,,,,,,,
glm5_lb2_long-dialogue_16384_s01,GLM-5,all_layers,16384,bf,longbench_v2,Long-dialogue History Understanding,13743,9,25.625828611066048,26.800475116961195,0.629982277199074,0.3338223101406695,0.0673828125,13751.0,,,,,,,,,,,,,,,,,,,,,,,,
glm5_lb2_long-dialogue_32768_s01,GLM-5,all_layers,32768,bf,longbench_v2,Long-dialogue History Understanding,29925,9,13.371486919076537,13.912010327337892,0.9226477642004985,0.6497771434294871,0.1456072771990741,29933.0,,,,,,,,,,,,,,,,,,,,,,,,
glm5_lb2_long-dialogue_65536_s01,GLM-5,all_layers,65536,bf,longbench_v2,Long-dialogue History Understanding,38921,128,24.461346718568603,29.509046065591857,0.8265761575381385,0.6070496118159414,0.1760925783120144,39048.0,,,,,,,,,,,,,,,,,,,,,,,,
glm5_lb2_long-dialogue_8192_s01,GLM-5,all_layers,8192,bf,longbench_v2,Long-dialogue History Understanding,5654,9,51.650001358584895,54.47857511615901,0.2763671875,0.13818359375,0.02783203125,5662.0,,,,,,,,,,,,,,,,,,,,,,,,
glm5_lb2_long_131072_s02,GLM-5,all_layers,131072,bf,longbench_v2,Long In-context Learning,127051,9,3.604402638709536,3.731902461626448,1.0,0.9978952435007121,0.5547786180110398,127059.0,,,,,,,,,,,,,,,,,,,,,,,,
glm5_lb2_long_131072_s03,GLM-5,all_layers,131072,bf,longbench_v2,Long In-context Learning,132982,9,3.4099826283449115,3.5317962985456792,1.0,0.9994206007389601,0.5795780192752849,132990.0,,,,,,,,,,,,,,,,,,,,,,,,
glm5_lb2_multi-document_16384_s02,GLM-5,all_layers,16384,bf,longbench_v2,Multi-Document QA,13723,9,24.883895508758958,26.060813170273516,0.6394446392004985,0.3350576199697293,0.06689453125,13731.0,,,,,,,,,,,,,,,,,,,,,,,,
