pool_pct,mean,min,max
1,0.115628,0.049316,0.157939
2,0.209234,0.089965,0.313342
3,0.288033,0.126925,0.462026
5,0.415965,0.193573,0.709023
7,0.516640,0.252786,0.873324
10,0.631208,0.329800,0.967883
15,0.756745,0.440260,0.996817
20,0.833827,0.535248,0.999371
25,0.884089,0.615361,0.999796
30,0.918452,0.682865,1.000000
40,0.959823,0.792993,1.000000
50,0.980903,0.875998,1.000000
60,0.991449,0.926993,1.000000
75,0.998023,0.973584,1.000000
100,1.000000,1.000000,1.000000
