pool_pct,mean,min,max
1,0.120951,0.068618,0.157227
2,0.222320,0.119557,0.314941
3,0.308819,0.164654,0.472168
5,0.449361,0.242562,0.781680
7,0.556708,0.309064,0.871028
10,0.674715,0.394050,0.941229
15,0.798940,0.506989,0.990521
20,0.870462,0.595049,0.998405
25,0.913908,0.664552,0.999671
30,0.941551,0.721106,1.000000
40,0.972252,0.807997,1.000000
50,0.986837,0.870213,1.000000
60,0.994036,0.916647,1.000000
75,0.998597,0.965054,1.000000
100,1.000000,1.000000,1.000000
