pool_pct,mean,min,max
1,0.242960,0.094853,0.313291
2,0.408777,0.158396,0.574721
3,0.530937,0.210664,0.759804
5,0.690461,0.292833,0.937615
7,0.779872,0.358439,0.983846
10,0.852915,0.439716,0.998312
15,0.913508,0.546619,1.000000
20,0.945118,0.629961,1.000000
25,0.963916,0.697106,1.000000
30,0.975854,0.752328,1.000000
40,0.989057,0.837785,1.000000
50,0.995215,0.899954,1.000000
60,0.998108,0.945176,1.000000
75,0.999721,0.986476,1.000000
100,1.000000,1.000000,1.000000
