pool_pct,mean,min,max
1,0.062915,0.038906,0.077637
2,0.120387,0.070448,0.155762
3,0.172842,0.098692,0.233398
5,0.267224,0.149492,0.389160
7,0.349881,0.194758,0.544364
10,0.456506,0.256317,0.751282
15,0.596750,0.346051,0.929385
20,0.701025,0.424663,0.984544
25,0.778466,0.495326,0.995541
30,0.835427,0.559311,0.998776
40,0.908356,0.671125,0.999995
50,0.949205,0.764222,1.000000
60,0.973010,0.841021,1.000000
75,0.991532,0.928463,1.000000
100,1.000000,1.000000,1.000000
