pool_pct,mean,min,max
1,0.063469,0.046586,0.077637
2,0.120367,0.085502,0.155762
3,0.171469,0.120598,0.233398
5,0.262008,0.185049,0.389084
7,0.340584,0.242772,0.543695
10,0.441960,0.320310,0.754141
15,0.576172,0.430099,0.926009
20,0.676938,0.515243,0.979509
25,0.753278,0.586946,0.992917
30,0.811254,0.649013,0.997770
40,0.889980,0.749589,0.999678
50,0.937960,0.827010,1.000000
60,0.967629,0.887453,1.000000
75,0.990990,0.952278,1.000000
100,1.000000,1.000000,1.000000
