pool_pct,mean,min,max
1,0.395656,0.186013,0.621327
2,0.607266,0.300583,0.950211
3,0.727647,0.386466,0.987585
5,0.850027,0.507759,0.998706
7,0.907053,0.589361,1.000000
10,0.948358,0.671825,1.000000
15,0.976446,0.758653,1.000000
20,0.987811,0.815311,1.000000
25,0.993272,0.855915,1.000000
30,0.996157,0.886516,1.000000
40,0.998648,0.929449,1.000000
50,0.999479,0.957242,1.000000
60,0.999786,0.975716,1.000000
75,0.999955,0.992183,1.000000
100,1.000000,1.000000,1.000000
